Chromophore,Solvent,lambda_abs,lambda_em,QY,log_eps,Lifetime (ns),Molecular weight (g mol-1),Reference,split,strict_core
CC1=[N+]2C(=C(c3ccc(C#N)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCCCC1,517.0,539.0,0.038,,,321.124884288,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(C#N)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCOC1,516.0,540.0,0.037,,,321.124884288,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(C#N)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CCOC(C)=O,513.0,537.0,0.035,,,321.124884288,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(C#N)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CO,513.0,538.0,0.026,,,321.124884288,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(C#N)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC#N,512.0,537.0,0.03,,,321.124884288,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,Cc1ccccc1,509.0,580.0,0.15,,3.24,339.17183448,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,ClC(Cl)Cl,509.0,615.0,0.058,,,339.17183448,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCCCC1,508.0,518.0,0.37,,2.72,339.17183448,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCOC1,506.0,,0.002,,,339.17183448,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CCOC(C)=O,505.0,,0.004,,,339.17183448,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CO,504.0,,,,,339.17183448,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC#N,503.0,,,,,339.17183448,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,Cc1ccccc1,511.0,593.0,0.13,,3.12,379.203134608,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,ClC(Cl)Cl,511.0,527.0,0.077,,,379.203134608,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCCCC1,509.0,519.0,0.33,,2.31,379.203134608,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCOC1,507.0,527.0,0.01,,,379.203134608,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CCOC(C)=O,506.0,,0.006,,,379.203134608,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CO,505.0,,0.005,,,379.203134608,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC#N,504.0,,0.003,,,379.203134608,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,Cc1ccccc1,511.0,524.0,0.32,,3.12,381.18239916400006,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,ClC(Cl)Cl,511.0,531.0,0.11,,,381.18239916400006,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCCCC1,509.0,520.0,0.35,,2.15,381.18239916400006,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCOC1,507.0,695.0,0.013,,,381.18239916400006,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CCOC(C)=O,506.0,,0.008,,,381.18239916400006,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CO,505.0,,0.005,,,381.18239916400006,10.1021/jp052626n,train,True
CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC#N,504.0,,0.002,,,381.18239916400006,10.1021/jp052626n,train,True
CC1=CC(C)=[N+]2C1=C(c1ccc(OCCN3CCCCC3)cc1)c1c(C)cc(C)n1[B-]2(F)F,CCO,500.0,510.0,0.58,,3.38,451.26064948400006,10.1016/j.jlumin.2018.09.024,train,True
CC1=CC(C=Cc2ccc(OCCN3CCCCC3)cc2)=[N+]2C1=C(c1ccc(OCCN3CCCCC3)cc1)c1c(C)cc(C=Cc3ccc(OCCN4CCCCC4)cc3)n1[B-]2(F)F,CCO,639.0,652.0,0.35,,3.78,881.522677812,10.1016/j.jlumin.2018.09.024,test,True
CC1=CC(C=Cc2ccc(OCCN3CCOCC3)cc2)=[N+]2C1=C(c1ccc(OCCN3CCCCC3)cc1)c1c(C)cc(C=Cc3ccc(OCCN4CCOCC4)cc3)n1[B-]2(F)F,CCO,638.0,655.0,0.36,,3.72,885.481206924,10.1016/j.jlumin.2018.09.024,train,True
COc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)cc(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2)cc1,ClCCl,688.0,715.0,0.36,4.929419,,557.2086139120001,10.1016/j.cclet.2019.02.016,train,True
COc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)c(Br)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2Br)cc1,ClCCl,679.0,714.0,0.1,4.875061,,713.029638048,10.1016/j.cclet.2019.02.016,train,True
COc1ccc2cc(C3=[N+]4C(=Nc5c(-c6ccccc6)cc(-c6ccc7cc(OC)ccc7c6)n5[B-]4(F)F)C(c4ccccc4)=C3)ccc2c1,ClCCl,706.0,733.0,0.33,4.94939,,657.2399140400001,10.1016/j.cclet.2019.02.016,train,True
COc1ccc2cc(C3=[N+]4C(=Nc5c(-c6ccccc6)cc(-c6ccc7cc(OC)ccc7c6)n5[B-]4(F)F)C(c4ccccc4)=C3Br)ccc2c1,ClCCl,695.0,728.0,0.12,4.913814,,735.1504261080001,10.1016/j.cclet.2019.02.016,train,True
COc1ccc(C2=[N+]3C(=Nc4c(-c5ccc6ccccc6c5)cc(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3ccc4ccccc4c3)=C2)cc1,ClCCl,704.0,733.0,0.34,4.954243,,657.2399140400001,10.1016/j.cclet.2019.02.016,train,True
COc1ccc(C2=[N+]3C(=Nc4c(-c5ccc6ccccc6c5)c(Br)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3ccc4ccccc4c3)=C2Br)cc1,ClCCl,692.0,734.0,,4.944483,,813.060938176,10.1016/j.cclet.2019.02.016,test,True
COc1ccc2cc(C3=[N+]4C(=Nc5c(-c6ccc7ccccc7c6)cc(-c6ccc7cc(OC)ccc7c6)n5[B-]4(F)F)C(c4ccc5ccccc5c4)=C3)ccc2c1,ClCCl,718.0,754.0,0.29,4.977724,,757.2712141680001,10.1016/j.cclet.2019.02.016,train,True
COc1ccc2cc(C3=[N+]4C(=Nc5c(-c6ccc7ccccc7c6)c(Br)c(-c6ccc7cc(OC)ccc7c6)n5[B-]4(F)F)C(c4ccc5ccccc5c4)=C3Br)ccc2c1,ClCCl,698.0,,0.0,4.963788,,913.092238304,10.1016/j.cclet.2019.02.016,train,True
CCCN1c2ccccc2Sc2cc(C3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)ccc21,ClCCl,499.0,,,4.767957,,431.14390548000006,10.1016/j.dyepig.2017.07.017,train,True
CCCN1c2ccc(C3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)cc2Sc2cc(C3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)ccc21,ClCCl,500.0,,,4.622856,,621.19529048,10.1016/j.dyepig.2017.07.017,val,True
CCCN1c2ccccc2Sc2cc(C#CC3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)ccc21,ClCCl,540.0,,,4.629002,,455.14390548000006,10.1016/j.dyepig.2017.07.017,train,True
CCCN1c2ccc(C#CC3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)cc2Sc2cc(C#CC3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)ccc21,ClCCl,542.0,,,4.548635,,669.19529048,10.1016/j.dyepig.2017.07.017,test,True
C#CCOc1ccc(-c2cc(-c3ccccc3)c3n2[B-](F)(F)[N+]2=C(c4ccc(OCCCS(=O)(=O)[O-])cc4)C=C(c4ccccc4)C2=N3)cc1,O,690.0,720.0,0.15,4.838849,,688.1894524479098,10.1016/j.tetlet.2017.10.034,test,True
O=S(=O)([O-])CCCOc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)cc(-c5ccc(OCc6cn(C7C(O)OC(CO)C(O)C7O)nn6)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2)cc1,O,688.0,722.0,0.14,4.838849,,893.2593228999099,10.1016/j.tetlet.2017.10.034,train,True
O=S(=O)([O-])CCCOc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)cc(-c5ccc(OCc6cn(C7OC(CO)C(O)C(O)C7O)nn6)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2)cc1,O,689.0,722.0,0.15,4.812913,,893.25932289991,10.1016/j.tetlet.2017.10.034,train,True
CC(C)(C)OC(=O)NCCn1cc(COc2ccc(-c3cc(-c4ccccc4)c4n3[B-](F)(F)[N+]3=C(c5ccc(OCCCS(=O)(=O)[O-])cc5)C=C(c5ccccc5)C3=N4)cc2)nn1,O,692.0,721.0,0.15,4.812913,,874.3011281359101,10.1016/j.tetlet.2017.10.034,train,True
CC(C)(C)OC(=O)NC(CCn1cc(COc2ccc(-c3cc(-c4ccccc4)c4n3[B-](F)(F)[N+]3=C(c5ccc(OCCCS(=O)(=O)[O-])cc5)C=C(c5ccccc5)C3=N4)cc2)nn1)C(=O)O,O,688.0,722.0,0.15,4.819544,,932.3066074399102,10.1016/j.tetlet.2017.10.034,train,True
COc1ccc2cc(C3=[N+]4C(=Nc5c(-c6ccccc6)cc(-c6ccc7cc(OC)ccc7c6)n5[B-]4(F)F)C(c4ccccc4)=C3)ccc2c1,ClC(Cl)Cl,706.0,733.0,0.33,4.94939,,657.2399140400001,10.1016/j.tet.2015.07.068,train,True
COc1ccc2cc(C3=[N+]4C(=Nc5c(-c6ccccc6)cc(-c6ccc7cc(OC)ccc7c6)n5[B-]4(F)F)C(c4ccccc4)=C3Br)ccc2c1,ClC(Cl)Cl,695.0,728.0,0.12,4.913814,,735.1504261080001,10.1016/j.tet.2015.07.068,train,True
COc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)cc(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2)cc1,ClC(Cl)Cl,688.0,715.0,0.36,4.929419,,557.2086139120001,10.1016/j.tet.2015.07.068,train,True
COc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)c(Br)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2Br)cc1,ClC(Cl)Cl,679.0,714.0,0.1,4.875061,,713.029638048,10.1016/j.tet.2015.07.068,train,True
Cc1ccc(-n2c3ccccc3c3cc(-c4ccc5[n+](c4)[B-](F)(F)n4c-5nc5c6ccccc6c6ccccc6c54)ccc32)cc1,ClC(Cl)Cl,444.0,529.0,0.957,,15.0,598.21403364,10.1016/j.dyepig.2018.11.032,val,False
CCC1=C(C)C2C(c3ccc(-c4ccc(-c5nc6c7ccccc7c7ccccc7c6n5-c5ccc(C(C)(C)C)cc5)cc4)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,ClC(Cl)Cl,526.0,556.0,0.672,,17.0,806.4331345359999,10.1016/j.dyepig.2018.11.032,test,True
Cc1cccc(C)c1N1C(c2ccccc2)=Cc2cccc[n+]2[B-]1(F)F,ClCCl,397.0,453.0,0.36,4.29,,348.16093544800003,10.1016/j.ica.2013.05.034,train,False
Cc1cccc(C)c1N1C(c2ccccc2)=Cc2ccc3ccccc3[n+]2[B-]1(F)F,ClCCl,447.0,468.0,0.62,4.49,,398.176585512,10.1016/j.ica.2013.05.034,test,False
CC(C)c1cccc(C(C)C)c1N1C(c2ccccc2)=Cc2ccc3ccccc3[n+]2[B-]1(F)F,ClCCl,447.0,472.0,0.48,4.45,,454.239185768,10.1016/j.ica.2013.05.034,train,False
F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2cccc[n+]21,ClCCl,438.0,518.0,0.99,4.419956,7.1,293.09358416000003,10.1016/j.jphotobiol.2017.12.006,test,False
Cc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,ClCCl,441.0,521.0,0.99,4.456366,7.1,307.109234224,10.1016/j.jphotobiol.2017.12.006,train,False
F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2cccc(Cl)[n+]21,ClCCl,447.0,526.0,0.99,4.499687,6.4,327.05461180800006,10.1016/j.jphotobiol.2017.12.006,test,False
F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2ccc3ccccc3[n+]21,ClCCl,455.0,536.0,0.99,4.593286,6.1,343.10923422400003,10.1016/j.jphotobiol.2017.12.006,val,False
Cc1csc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,ClCCl,445.0,527.0,0.95,4.40654,6.5,313.06565516,10.1016/j.jphotobiol.2017.12.006,train,True
F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2sc3ccccc3[n+]21,ClCCl,448.0,529.0,0.85,4.478566,6.6,349.06565516,10.1016/j.jphotobiol.2017.12.006,train,True
CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4cccc2c43)=N1,ClCCl,451.0,534.0,0.86,4.522444,5.7,405.128255416,10.1016/j.jphotobiol.2017.12.006,train,True
CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4c(Br)ccc2c43)=N1,ClCCl,463.0,552.0,0.72,4.535294,5.0,483.03876748400006,10.1016/j.jphotobiol.2017.12.006,train,True
N#CC1=c2c3cccc4cccc(c43)n2[B-](F)(F)[n+]2ccccc21,ClCCl,511.0,530.0,0.88,4.558709,8.7,317.09358416,10.1016/j.jphotobiol.2017.12.006,val,False
N#CC1=c2c3cccc4c(Br)ccc(c43)n2[B-](F)(F)[n+]2ccccc21,ClCCl,524.0,546.0,0.67,4.535294,7.8,395.0040962280001,10.1016/j.jphotobiol.2017.12.006,train,False
CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4cccc2c43)=C1C#N,ClCCl,538.0,543.0,0.7,4.60206,6.0,429.128255416,10.1016/j.jphotobiol.2017.12.006,train,True
CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4c(Br)ccc2c43)=C1C#N,ClCCl,538.0,560.0,0.6,4.652246,6.0,507.03876748400006,10.1016/j.jphotobiol.2017.12.006,train,True
CCCCCCCCCCCCNc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,ClCCl,467.0,522.0,0.25,4.450249,2.5,476.29228396,10.1016/j.jphotobiol.2017.12.006,test,False
OCCSc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,ClCCl,453.0,501.0,0.99,4.418301,7.3,369.091869908,10.1016/j.jphotobiol.2017.12.006,train,False
CC1=CC(C)=[N+]2C1=C(c1ccc(N(C)C)cc1)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,500.0,511.0,0.441,,,367.203134608,10.1016/j.dyepig.2017.10.018,train,True
CC1=CC(C)=[N+]2C1=C(c1ccc(N(C)C)cc1)c1c(C)cc(C)n1[B-]2(F)F,CCOC(C)=O,498.0,510.0,0.011,,,367.203134608,10.1016/j.dyepig.2017.10.018,train,True
CC1=CC(C)=[N+]2C1=C(c1ccc(N(C)C)cc1)c1c(C)cc(C)n1[B-]2(F)F,C1CCOC1,499.0,513.0,0.014,,,367.203134608,10.1016/j.dyepig.2017.10.018,train,True
CC1=CC(C)=[N+]2C1=C(c1ccc(N(C)C)cc1)c1c(C)cc(C)n1[B-]2(F)F,CC(=O)C(C)(C)C,496.0,511.0,0.015,,,367.203134608,10.1016/j.dyepig.2017.10.018,train,True
CC1=CC(C)=[N+]2C1=C(c1ccc(N(C)C)cc1)c1c(C)cc(C)n1[B-]2(F)F,CC(C)=O,496.0,510.0,0.009,,,367.203134608,10.1016/j.dyepig.2017.10.018,train,True
CC1=CC(C)=[N+]2C1=C(c1ccc(N(C)C)cc1)c1c(C)cc(C)n1[B-]2(F)F,CO,492.0,511.0,0.003,,,367.203134608,10.1016/j.dyepig.2017.10.018,train,True
CC1=CC(C)=[N+]2C1=C(c1ccc(N(C)C)cc1)c1c(C)cc(C)n1[B-]2(F)F,CC#N,496.0,508.0,0.005,,,367.203134608,10.1016/j.dyepig.2017.10.018,train,True
CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CCCCCC,507.0,519.0,0.376,,,339.17183448,10.1016/j.dyepig.2017.10.018,train,True
CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CCOC(C)=O,504.0,513.0,0.013,,,339.17183448,10.1016/j.dyepig.2017.10.018,train,True
CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCOC1,506.0,517.0,0.011,,,339.17183448,10.1016/j.dyepig.2017.10.018,train,True
CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC(=O)C(C)(C)C,505.0,512.0,0.024,,,339.17183448,10.1016/j.dyepig.2017.10.018,train,True
CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC(C)=O,504.0,515.0,0.006,,,339.17183448,10.1016/j.dyepig.2017.10.018,train,True
CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CO,503.0,511.0,0.03,,,339.17183448,10.1016/j.dyepig.2017.10.018,train,True
CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC#N,503.0,511.0,0.008,,,339.17183448,10.1016/j.dyepig.2017.10.018,train,True
CC1=CC(C)=[N+]2C1=C(c1ccc(N3CCCCC3)cc1)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,500.0,511.0,0.384,,,407.234434736,10.1016/j.dyepig.2017.10.018,train,True
CC1=CC(C)=[N+]2C1=C(c1ccc(N3CCCCC3)cc1)c1c(C)cc(C)n1[B-]2(F)F,CCOC(C)=O,498.0,515.0,0.006,,,407.234434736,10.1016/j.dyepig.2017.10.018,train,True
CC1=CC(C)=[N+]2C1=C(c1ccc(N3CCCCC3)cc1)c1c(C)cc(C)n1[B-]2(F)F,C1CCOC1,499.0,515.0,0.008,,,407.234434736,10.1016/j.dyepig.2017.10.018,train,True
CC1=CC(C)=[N+]2C1=C(c1ccc(N3CCCCC3)cc1)c1c(C)cc(C)n1[B-]2(F)F,CC(=O)C(C)(C)C,496.0,516.0,0.024,,,407.234434736,10.1016/j.dyepig.2017.10.018,train,True
CC1=CC(C)=[N+]2C1=C(c1ccc(N3CCCCC3)cc1)c1c(C)cc(C)n1[B-]2(F)F,CC(C)=O,495.0,515.0,0.002,,,407.234434736,10.1016/j.dyepig.2017.10.018,train,True
CC1=CC(C)=[N+]2C1=C(c1ccc(N3CCCCC3)cc1)c1c(C)cc(C)n1[B-]2(F)F,CO,497.0,514.0,0.01,,,407.234434736,10.1016/j.dyepig.2017.10.018,train,True
CC1=CC(C)=[N+]2C1=C(c1ccc(N3CCCCC3)cc1)c1c(C)cc(C)n1[B-]2(F)F,CC#N,496.0,511.0,0.005,,,407.234434736,10.1016/j.dyepig.2017.10.018,train,True
CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CCCCCC,506.0,520.0,0.341,,,379.203134608,10.1016/j.dyepig.2017.10.018,train,True
CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CCOC(C)=O,505.0,518.0,0.005,,,379.203134608,10.1016/j.dyepig.2017.10.018,train,True
CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCOC1,504.0,514.0,0.008,,,379.203134608,10.1016/j.dyepig.2017.10.018,train,True
CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC(=O)C(C)(C)C,506.0,523.0,0.004,,,379.203134608,10.1016/j.dyepig.2017.10.018,train,True
CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC(C)=O,506.0,517.0,0.002,,,379.203134608,10.1016/j.dyepig.2017.10.018,train,True
CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CO,504.0,518.0,0.003,,,379.203134608,10.1016/j.dyepig.2017.10.018,train,True
CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC#N,504.0,519.0,0.002,,,379.203134608,10.1016/j.dyepig.2017.10.018,train,True
CC1=CC(C)=[N+]2C1=C(c1ccc(N3CCOCC3)cc1)c1c(C)cc(C)n1[B-]2(F)F,CCCCCC,498.0,511.0,0.45,,,409.21369929200006,10.1016/j.dyepig.2017.10.018,train,True
CC1=CC(C)=[N+]2C1=C(c1ccc(N3CCOCC3)cc1)c1c(C)cc(C)n1[B-]2(F)F,CCOC(C)=O,498.0,517.0,0.029,,,409.21369929200006,10.1016/j.dyepig.2017.10.018,train,True
CC1=CC(C)=[N+]2C1=C(c1ccc(N3CCOCC3)cc1)c1c(C)cc(C)n1[B-]2(F)F,C1CCOC1,500.0,514.0,0.011,,,409.21369929200006,10.1016/j.dyepig.2017.10.018,train,True
CC1=CC(C)=[N+]2C1=C(c1ccc(N3CCOCC3)cc1)c1c(C)cc(C)n1[B-]2(F)F,CC(=O)C(C)(C)C,495.0,520.0,0.063,,,409.21369929200006,10.1016/j.dyepig.2017.10.018,train,True
CC1=CC(C)=[N+]2C1=C(c1ccc(N3CCOCC3)cc1)c1c(C)cc(C)n1[B-]2(F)F,CC(C)=O,490.0,516.0,0.001,,,409.21369929200006,10.1016/j.dyepig.2017.10.018,train,True
CC1=CC(C)=[N+]2C1=C(c1ccc(N3CCOCC3)cc1)c1c(C)cc(C)n1[B-]2(F)F,CO,494.0,514.0,0.002,,,409.21369929200006,10.1016/j.dyepig.2017.10.018,train,True
CC1=CC(C)=[N+]2C1=C(c1ccc(N3CCOCC3)cc1)c1c(C)cc(C)n1[B-]2(F)F,CC#N,496.0,511.0,0.001,,,409.21369929200006,10.1016/j.dyepig.2017.10.018,train,True
CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CCCCCC,508.0,520.0,0.388,,,381.18239916400006,10.1016/j.dyepig.2017.10.018,train,True
CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CCOC(C)=O,506.0,520.0,0.008,,,381.18239916400006,10.1016/j.dyepig.2017.10.018,train,True
CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCOC1,507.0,528.0,0.004,,,381.18239916400006,10.1016/j.dyepig.2017.10.018,train,True
CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC(=O)C(C)(C)C,506.0,530.0,0.002,,,381.18239916400006,10.1016/j.dyepig.2017.10.018,train,True
CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC(C)=O,505.0,517.0,0.002,,,381.18239916400006,10.1016/j.dyepig.2017.10.018,train,True
CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CO,505.0,521.0,0.005,,,381.18239916400006,10.1016/j.dyepig.2017.10.018,train,True
CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC#N,505.0,534.0,0.02,,,381.18239916400006,10.1016/j.dyepig.2017.10.018,train,True
CCC(C)COc1ccc(C2=C3C(C)=CC(C)=[N+]3[B-](F)(F)n3c(C)cc(C)c32)cc1,ClCCl,501.0,520.0,0.87,,,410.23410038800006,10.1016/j.inoche.2015.10.029,val,True
CCC(C)COc1ccc(C2=C3C(C)=C(I)C(C)=[N+]3[B-](F)(F)n3c(C)c(I)c(C)c32)cc1,ClCCl,532.0,557.0,0.06,,,662.027396324,10.1016/j.inoche.2015.10.029,train,True
CCC(C)COc1ccc(C2=C3C(C)=C(c4ccc5ccc6cccc7ccc4c5c67)C(C)=[N+]3[B-](F)(F)n3c(C)c(-c4ccc5ccc6cccc7ccc4c5c67)c(C)c32)cc1,ClCCl,530.0,585.0,0.5,,,810.3593009000001,10.1016/j.inoche.2015.10.029,train,True
F[B-]1(F)n2c(-c3ccccc3)cnc2-c2cccc[n+]21,CCCCCC,412.0,487.0,0.32,4.423246,,269.09358416,10.1016/j.tet.2012.04.052,train,False
F[B-]1(F)n2c(-c3ccccc3)cnc2-c2cccc[n+]21,C1CCCCC1,412.0,486.0,0.33,4.424065,,269.09358416,10.1016/j.tet.2012.04.052,train,False
F[B-]1(F)n2c(-c3ccccc3)cnc2-c2cccc[n+]21,C1CCOC1,394.0,509.0,0.22,4.436957,,269.09358416,10.1016/j.tet.2012.04.052,train,False
F[B-]1(F)n2c(-c3ccccc3)cnc2-c2cccc[n+]21,ClC(Cl)Cl,369.0,501.0,0.24,4.384174,,269.09358416,10.1016/j.tet.2012.04.052,train,False
F[B-]1(F)n2c(-c3ccccc3)cnc2-c2cccc[n+]21,C1COCCO1,394.0,509.0,0.24,4.43361,,269.09358416,10.1016/j.tet.2012.04.052,train,False
F[B-]1(F)n2c(-c3ccccc3)cnc2-c2cccc[n+]21,CC#N,384.0,514.0,0.21,4.403121,,269.09358416,10.1016/j.tet.2012.04.052,train,False
F[B-]1(F)n2c(-c3ccccc3)cnc2-c2cccc[n+]21,CO,382.0,503.0,0.17,4.447933,,269.09358416,10.1016/j.tet.2012.04.052,train,False
